anchor,representative,loss,rho,dataset,n_seeds,ndcg_at_5_mean,ndcg_at_5_std,recall_at_1_mean,recall_at_1_std,recall_at_5_mean,recall_at_5_std,recall_at_10_mean,recall_at_10_std,flip_rate_mean,flip_rate_std,reversal_rate_mean,reversal_rate_std,margin_abs_err_mean,margin_abs_err_std,score_abs_err_mean,score_abs_err_std,pos_score_abs_err_mean,pos_score_abs_err_std,ms_per_doc_mean,ms_per_doc_std,peak_mem_mb_mean,peak_mem_mb_std
random,learned,score_reconstruction,0.1,flickr,3,0.9053,0.0029,0.8322,0.011,0.96,0.0054,0.9744,0.0016,0.0027,0.0001,0.0024,0.0002,0.5836,0.0136,1.2016,0.0098,1.401,0.0254,6.115,0.1543,148.6,0.0
random,learned,score_reconstruction,0.1,infovqa,3,0.9164,0.0049,0.8622,0.0113,0.9533,0.0,0.9667,0.0094,0.0048,0.002,0.0041,0.0022,0.6286,0.0298,1.1283,0.0157,1.3095,0.0377,8.0003,0.4969,3541.9,0.0
random,learned,score_reconstruction,0.1,tabfquad,3,0.9397,0.0048,0.8929,0.0097,0.9881,0.0,1.0,0.0,0.0054,0.0015,0.0044,0.0015,0.7218,0.0368,1.5743,0.0062,1.9521,0.0724,5.107,0.0249,129.3,0.0
random,learned,score_reconstruction,0.1,tatdqa,3,0.8988,0.0049,0.83,0.0096,0.9538,0.0028,0.9639,0.0016,0.0074,0.0002,0.0036,0.0004,0.4016,0.0083,1.0211,0.0289,0.9696,0.0286,7.8243,0.5457,1343.7,0.0
random,response_centroid,none,0.05,arxivqa,3,0.8893,0.0132,0.8333,0.0109,0.9333,0.0144,0.9556,0.0126,0.0117,0.0019,0.0067,0.0014,1.3366,0.0585,3.4444,0.041,3.4619,0.029,5.9927,0.0114,412.3667,0.0471
random,response_centroid,none,0.05,docvqa,3,0.6363,0.0098,0.5756,0.0083,0.6867,0.0163,0.7244,0.0227,0.11,0.0064,0.0692,0.0049,1.2139,0.0565,2.3087,0.073,2.2791,0.0953,7.3427,0.0667,2844.9,0.0
random,response_centroid,none,0.05,flickr,3,0.6217,0.036,0.4956,0.0398,0.7289,0.0336,0.81,0.0242,0.0347,0.0075,0.034,0.0074,1.8648,0.1336,3.6701,0.0628,4.8151,0.1656,5.037,0.0142,36.2,0.0
random,response_centroid,none,0.05,infovqa,3,0.8678,0.0063,0.7978,0.0083,0.92,0.0109,0.9467,0.0189,0.0149,0.0047,0.0137,0.0051,1.5229,0.0855,2.7431,0.0376,3.4383,0.0436,6.906,0.2639,2858.1,0.0
random,response_centroid,none,0.05,tabfquad,3,0.865,0.017,0.8016,0.0148,0.9206,0.0202,0.9762,0.0168,0.0341,0.0106,0.0333,0.0112,1.9821,0.0923,4.1077,0.0845,5.2533,0.1885,4.8743,0.0457,97.3333,0.4714
random,response_centroid,none,0.05,tatdqa,3,0.8683,0.0026,0.7764,0.005,0.9404,0.0041,0.9578,0.0028,0.0164,0.0009,0.0105,0.0009,1.1425,0.0466,2.8837,0.0437,3.0732,0.0585,7.326,0.0615,1142.3,0.0
random,response_centroid,none,0.1,arxivqa,3,0.8973,0.0024,0.8422,0.0113,0.9422,0.0113,0.9644,0.0083,0.0103,0.0015,0.0057,0.0004,1.1012,0.0093,2.3848,0.0526,2.2248,0.0265,6.0107,0.0301,420.6,0.0
random,response_centroid,none,0.1,docvqa,3,0.6697,0.0129,0.5978,0.0083,0.7267,0.0144,0.76,0.0094,0.1093,0.0025,0.0704,0.0025,0.968,0.0298,1.5371,0.0558,1.4714,0.0232,6.8437,0.745,2850.7,0.0
random,response_centroid,none,0.1,flickr,3,0.7614,0.033,0.64,0.0438,0.8567,0.0237,0.9044,0.0087,0.0145,0.0029,0.0139,0.0029,1.2693,0.0773,2.6192,0.0234,3.2009,0.078,5.131,0.1411,37.8,0.0
random,response_centroid,none,0.1,infovqa,3,0.8996,0.0015,0.8444,0.0083,0.9422,0.0063,0.9622,0.0113,0.0113,0.0034,0.01,0.0037,1.1132,0.0107,1.8994,0.0383,2.223,0.0178,6.5773,0.2455,2869.7,0.0
random,response_centroid,none,0.1,tabfquad,3,0.9161,0.0132,0.8651,0.0245,0.9603,0.0056,0.996,0.0056,0.0149,0.0025,0.0129,0.0028,1.4503,0.1072,2.8559,0.0526,3.5351,0.1704,7.6223,2.0073,97.7,0.0
random,response_centroid,none,0.1,tatdqa,3,0.8855,0.0031,0.8012,0.0087,0.9505,0.0009,0.9612,0.0009,0.0128,0.0006,0.0067,0.0008,0.8495,0.0426,1.9494,0.0282,1.9771,0.0243,7.294,0.0202,1146.1,0.0
random,uniform_centroid,none,0.05,arxivqa,3,0.9091,0.0116,0.8622,0.0126,0.9511,0.0083,0.9733,0.0,0.0079,0.0012,0.0031,0.0004,0.918,0.0246,3.2189,0.0384,2.9808,0.0356,6.2733,0.2983,412.3667,0.0471
random,uniform_centroid,none,0.05,docvqa,3,0.6413,0.011,0.5756,0.0113,0.6933,0.0196,0.7244,0.0175,0.1135,0.007,0.0712,0.0026,1.0833,0.0392,2.2409,0.0345,2.1629,0.058,6.956,0.2294,2844.9,0.0
random,uniform_centroid,none,0.05,flickr,3,0.7821,0.0197,0.6656,0.0328,0.8789,0.015,0.9322,0.0057,0.0088,0.0006,0.0083,0.0006,1.0918,0.0539,2.9672,0.0413,3.4818,0.062,5.156,0.1289,36.2,0.0
random,uniform_centroid,none,0.05,infovqa,3,0.8968,0.0031,0.8333,0.0094,0.9422,0.0031,0.9667,0.0054,0.0069,0.0016,0.0054,0.002,1.1065,0.0515,2.721,0.0266,3.0008,0.0313,7.3483,0.5102,2858.1,0.0
random,uniform_centroid,none,0.05,tabfquad,3,0.9151,0.0135,0.8611,0.0112,0.9643,0.0194,0.996,0.0056,0.0125,0.006,0.0121,0.0063,1.1456,0.0464,3.6039,0.1241,4.1786,0.1463,4.8993,0.0136,97.3333,0.4714
random,uniform_centroid,none,0.05,tatdqa,3,0.8822,0.0037,0.8012,0.01,0.9451,0.0025,0.9605,0.0009,0.0128,0.0002,0.007,0.0006,0.9392,0.0351,2.8516,0.0585,2.8441,0.0433,7.2847,0.0265,1142.3,0.0
random,uniform_centroid,none,0.1,arxivqa,3,0.9198,0.0054,0.88,0.0,0.9533,0.0094,0.9822,0.0126,0.0067,0.0008,0.0022,0.001,0.6977,0.0269,2.1881,0.0173,1.8833,0.0183,6.4283,0.3057,420.6,0.0
random,uniform_centroid,none,0.1,docvqa,3,0.6766,0.0074,0.6022,0.0031,0.7356,0.0063,0.7689,0.0031,0.1113,0.0025,0.0719,0.0015,0.7843,0.0047,1.4136,0.0503,1.3282,0.0299,7.3617,0.4703,2850.7,0.0
random,uniform_centroid,none,0.1,flickr,3,0.858,0.011,0.7644,0.0273,0.93,0.0027,0.9644,0.0042,0.0049,0.0004,0.0044,0.0005,0.7718,0.0259,2.0786,0.0256,2.303,0.042,5.2447,0.1569,37.8,0.0
random,uniform_centroid,none,0.1,infovqa,3,0.9127,0.0028,0.8578,0.0113,0.9533,0.0054,0.9667,0.0109,0.006,0.0013,0.0047,0.0011,0.8229,0.0062,1.8667,0.0256,1.885,0.0332,7.5267,0.5359,2869.7,0.0
random,uniform_centroid,none,0.1,tabfquad,3,0.9377,0.0114,0.8929,0.0168,0.9802,0.0112,1.0,0.0,0.0056,0.001,0.0042,0.0018,0.8198,0.0576,2.4865,0.0411,2.773,0.0776,6.3103,1.9924,97.7,0.0
random,uniform_centroid,none,0.1,tatdqa,3,0.8923,0.0022,0.8153,0.0057,0.9518,0.0043,0.9618,0.0028,0.0108,0.0004,0.0053,0.0005,0.6768,0.0397,1.8799,0.0224,1.7868,0.0153,6.9987,0.4378,1146.1,0.0
