anchor,representative,loss,rho,dataset,vs,delta_ndcg,ci_lo,ci_hi,significant
-,full,-,0.05,arxivqa,merging,0.0383,0.0247,0.0541,True
-,full,-,0.05,arxivqa,coverage_response,0.0249,0.0127,0.0396,True
-,full,-,0.05,arxivqa,full_marginmerge,0.0142,0.0043,0.0253,True
-,merging,-,0.05,arxivqa,coverage_response,-0.0133,-0.0287,0.0008,False
-,merging,-,0.05,arxivqa,full_marginmerge,-0.024,-0.0383,-0.0106,True
coverage,anchor,none,0.05,arxivqa,merging,0.009,-0.0063,0.0242,False
coverage,anchor,none,0.05,arxivqa,coverage_response,-0.0044,-0.0088,-0.0008,False
coverage,anchor,none,0.05,arxivqa,full_marginmerge,-0.0151,-0.0263,-0.0052,True
coverage,learned,full,0.05,arxivqa,merging,0.024,0.0105,0.0379,True
coverage,learned,full,0.05,arxivqa,coverage_response,0.0107,0.0019,0.0213,True
coverage,learned,margin,0.05,arxivqa,merging,0.0258,0.0124,0.0401,True
coverage,learned,margin,0.05,arxivqa,coverage_response,0.0125,0.0029,0.0231,True
coverage,learned,margin,0.05,arxivqa,full_marginmerge,0.0018,-0.0024,0.0064,False
coverage,learned,score_reconstruction,0.05,arxivqa,merging,0.0191,0.0062,0.0322,True
coverage,learned,score_reconstruction,0.05,arxivqa,coverage_response,0.0058,-0.002,0.015,False
coverage,learned,score_reconstruction,0.05,arxivqa,full_marginmerge,-0.0049,-0.0108,0.001,False
coverage,response_centroid,none,0.05,arxivqa,merging,0.0133,-0.0017,0.0285,False
coverage,response_centroid,none,0.05,arxivqa,full_marginmerge,-0.0107,-0.0205,-0.0022,True
coverage,uniform_centroid,none,0.05,arxivqa,merging,0.0251,0.0119,0.0398,True
coverage,uniform_centroid,none,0.05,arxivqa,coverage_response,0.0117,0.0024,0.0226,True
coverage,uniform_centroid,none,0.05,arxivqa,full_marginmerge,0.0011,-0.005,0.0075,False
kcenter,anchor,none,0.05,arxivqa,merging,-0.0205,-0.038,-0.0028,True
kcenter,anchor,none,0.05,arxivqa,coverage_response,-0.0339,-0.0533,-0.0146,True
kcenter,anchor,none,0.05,arxivqa,full_marginmerge,-0.0445,-0.0641,-0.0257,True
kcenter,learned,full,0.05,arxivqa,merging,0.0229,0.0084,0.0379,True
kcenter,learned,full,0.05,arxivqa,coverage_response,0.0095,-0.0033,0.0226,False
kcenter,learned,full,0.05,arxivqa,full_marginmerge,-0.0011,-0.011,0.0086,False
kcenter,learned,margin,0.05,arxivqa,merging,0.0227,0.0086,0.0371,True
kcenter,learned,margin,0.05,arxivqa,coverage_response,0.0094,-0.0032,0.0233,False
kcenter,learned,margin,0.05,arxivqa,full_marginmerge,-0.0013,-0.0106,0.0086,False
kcenter,learned,score_reconstruction,0.05,arxivqa,merging,0.0195,0.0064,0.0326,True
kcenter,learned,score_reconstruction,0.05,arxivqa,coverage_response,0.0062,-0.0058,0.0189,False
kcenter,learned,score_reconstruction,0.05,arxivqa,full_marginmerge,-0.0045,-0.0134,0.0039,False
kcenter,response_centroid,none,0.05,arxivqa,merging,0.0096,-0.0036,0.0239,False
kcenter,response_centroid,none,0.05,arxivqa,coverage_response,-0.0037,-0.0165,0.0097,False
kcenter,response_centroid,none,0.05,arxivqa,full_marginmerge,-0.0144,-0.0265,-0.0028,True
kcenter,uniform_centroid,none,0.05,arxivqa,merging,0.0155,0.0016,0.0293,True
kcenter,uniform_centroid,none,0.05,arxivqa,coverage_response,0.0022,-0.011,0.0154,False
kcenter,uniform_centroid,none,0.05,arxivqa,full_marginmerge,-0.0085,-0.0194,0.0024,False
random,anchor,none,0.05,arxivqa,merging,-0.0275,-0.0466,-0.0088,True
random,anchor,none,0.05,arxivqa,coverage_response,-0.0408,-0.0595,-0.0224,True
random,anchor,none,0.05,arxivqa,full_marginmerge,-0.0515,-0.0687,-0.0334,True
random,learned,full,0.05,arxivqa,merging,0.025,0.0113,0.0391,True
random,learned,full,0.05,arxivqa,coverage_response,0.0116,-0.0003,0.0247,False
random,learned,full,0.05,arxivqa,full_marginmerge,0.001,-0.0094,0.0117,False
random,learned,margin,0.05,arxivqa,merging,0.0281,0.0141,0.0436,True
random,learned,margin,0.05,arxivqa,coverage_response,0.0147,0.002,0.0286,True
random,learned,margin,0.05,arxivqa,full_marginmerge,0.0041,-0.0066,0.0149,False
random,learned,score_reconstruction,0.05,arxivqa,merging,0.0248,0.0119,0.039,True
random,learned,score_reconstruction,0.05,arxivqa,coverage_response,0.0115,-0.001,0.0243,False
random,learned,score_reconstruction,0.05,arxivqa,full_marginmerge,0.0008,-0.0095,0.0114,False
random,response_centroid,none,0.05,arxivqa,merging,-0.0138,-0.0306,0.005,False
random,response_centroid,none,0.05,arxivqa,coverage_response,-0.0272,-0.0457,-0.0095,True
random,response_centroid,none,0.05,arxivqa,full_marginmerge,-0.0379,-0.0557,-0.0215,True
random,uniform_centroid,none,0.05,arxivqa,merging,0.006,-0.0084,0.0206,False
random,uniform_centroid,none,0.05,arxivqa,coverage_response,-0.0074,-0.024,0.0086,False
random,uniform_centroid,none,0.05,arxivqa,full_marginmerge,-0.0181,-0.0317,-0.0053,True
-,full,-,0.05,docvqa,merging,0.061,0.0373,0.0854,True
-,full,-,0.05,docvqa,coverage_response,0.0594,0.0392,0.0805,True
-,full,-,0.05,docvqa,full_marginmerge,0.0173,-0.0033,0.038,False
-,merging,-,0.05,docvqa,coverage_response,-0.0017,-0.0321,0.028,False
-,merging,-,0.05,docvqa,full_marginmerge,-0.0438,-0.0719,-0.0152,True
coverage,anchor,none,0.05,docvqa,merging,-0.0196,-0.0542,0.0137,False
coverage,anchor,none,0.05,docvqa,coverage_response,-0.0213,-0.0378,-0.0046,True
coverage,anchor,none,0.05,docvqa,full_marginmerge,-0.0634,-0.0895,-0.0385,True
coverage,learned,full,0.05,docvqa,merging,0.0438,0.0163,0.0715,True
coverage,learned,full,0.05,docvqa,coverage_response,0.0421,0.0217,0.0616,True
coverage,learned,margin,0.05,docvqa,merging,0.0472,0.0179,0.0756,True
coverage,learned,margin,0.05,docvqa,coverage_response,0.0455,0.0259,0.0665,True
coverage,learned,margin,0.05,docvqa,full_marginmerge,0.0034,-0.0018,0.0096,False
coverage,learned,score_reconstruction,0.05,docvqa,merging,0.0421,0.0153,0.0701,True
coverage,learned,score_reconstruction,0.05,docvqa,coverage_response,0.0404,0.024,0.0586,True
coverage,learned,score_reconstruction,0.05,docvqa,full_marginmerge,-0.0017,-0.0158,0.0121,False
coverage,response_centroid,none,0.05,docvqa,merging,0.0017,-0.0292,0.0302,False
coverage,response_centroid,none,0.05,docvqa,full_marginmerge,-0.0421,-0.0617,-0.0242,True
coverage,uniform_centroid,none,0.05,docvqa,merging,0.0173,-0.0068,0.0397,False
coverage,uniform_centroid,none,0.05,docvqa,coverage_response,0.0156,-0.0079,0.0388,False
coverage,uniform_centroid,none,0.05,docvqa,full_marginmerge,-0.0265,-0.0453,-0.0091,True
kcenter,anchor,none,0.05,docvqa,merging,-0.0296,-0.0536,-0.0028,True
kcenter,anchor,none,0.05,docvqa,coverage_response,-0.0313,-0.0594,-0.0034,True
kcenter,anchor,none,0.05,docvqa,full_marginmerge,-0.0734,-0.1013,-0.0473,True
kcenter,learned,full,0.05,docvqa,merging,0.0454,0.0194,0.0716,True
kcenter,learned,full,0.05,docvqa,coverage_response,0.0437,0.0193,0.0693,True
kcenter,learned,full,0.05,docvqa,full_marginmerge,0.0016,-0.0196,0.0226,False
kcenter,learned,margin,0.05,docvqa,merging,0.0494,0.0238,0.0757,True
kcenter,learned,margin,0.05,docvqa,coverage_response,0.0477,0.0235,0.0722,True
kcenter,learned,margin,0.05,docvqa,full_marginmerge,0.0056,-0.0155,0.0264,False
kcenter,learned,score_reconstruction,0.05,docvqa,merging,0.0593,0.0326,0.0863,True
kcenter,learned,score_reconstruction,0.05,docvqa,coverage_response,0.0576,0.0332,0.0816,True
kcenter,learned,score_reconstruction,0.05,docvqa,full_marginmerge,0.0155,-0.0055,0.0373,False
kcenter,response_centroid,none,0.05,docvqa,merging,0.0187,-0.0065,0.0414,False
kcenter,response_centroid,none,0.05,docvqa,coverage_response,0.017,-0.0085,0.0421,False
kcenter,response_centroid,none,0.05,docvqa,full_marginmerge,-0.0251,-0.0496,-0.0013,True
kcenter,uniform_centroid,none,0.05,docvqa,merging,0.003,-0.0198,0.0278,False
kcenter,uniform_centroid,none,0.05,docvqa,coverage_response,0.0013,-0.0244,0.0266,False
kcenter,uniform_centroid,none,0.05,docvqa,full_marginmerge,-0.0408,-0.0651,-0.0167,True
random,anchor,none,0.05,docvqa,merging,-0.0363,-0.062,-0.0129,True
random,anchor,none,0.05,docvqa,coverage_response,-0.038,-0.0669,-0.01,True
random,anchor,none,0.05,docvqa,full_marginmerge,-0.0801,-0.1069,-0.0545,True
random,learned,full,0.05,docvqa,merging,0.0517,0.0263,0.0775,True
random,learned,full,0.05,docvqa,coverage_response,0.05,0.0268,0.074,True
random,learned,full,0.05,docvqa,full_marginmerge,0.0079,-0.0131,0.0281,False
random,learned,margin,0.05,docvqa,merging,0.0431,0.0183,0.069,True
random,learned,margin,0.05,docvqa,coverage_response,0.0414,0.0166,0.0659,True
random,learned,margin,0.05,docvqa,full_marginmerge,-0.0007,-0.0208,0.0213,False
random,learned,score_reconstruction,0.05,docvqa,merging,0.0524,0.0286,0.0782,True
random,learned,score_reconstruction,0.05,docvqa,coverage_response,0.0507,0.0276,0.0745,True
random,learned,score_reconstruction,0.05,docvqa,full_marginmerge,0.0086,-0.0113,0.0298,False
random,response_centroid,none,0.05,docvqa,merging,-0.008,-0.0312,0.0162,False
